Time,salesqty
2017-01-02,116.0
2017-01-09,115.0
2017-01-16,73.0
2017-01-23,92.0
2017-01-30,105.0
2017-02-06,130.0
2017-02-13,195.0
2017-02-20,157.0
2017-02-27,58.0
2017-03-06,138.0
2017-03-13,166.0
2017-03-20,117.0
2017-03-27,120.0
2017-04-03,216.0
2017-04-10,81.67647058823529
2017-04-17,37.0
2017-04-24,119.0
2017-05-01,254.0
2017-05-08,83.0
2017-05-15,127.0
2017-05-22,225.0
2017-05-29,163.0
2017-06-05,54.0
2017-06-12,204.0
2017-06-19,48.0
2017-06-26,149.0
2017-07-03,248.0
2017-07-10,139.0
2017-07-17,181.0
2017-07-24,211.0
2017-07-31,81.0
2017-08-07,135.0
2017-08-14,72.0
2017-08-21,170.0
2017-08-28,86.0
2017-09-04,233.0
2017-09-11,121.0
2017-09-18,135.0
2017-09-25,148.0
2017-10-02,60.0
2017-10-09,51.0
2017-10-16,140.0
2017-10-23,90.0
2017-10-30,92.0
2017-11-06,70.0
2017-11-13,193.0
2017-11-20,137.0
2017-11-27,79.0
2017-12-04,124.0
2017-12-11,43.0
2017-12-18,74.0
2017-12-25,102.0
2018-01-01,81.67647058823529
2018-01-08,80.0
2018-01-15,137.0
2018-01-22,149.0
2018-01-29,161.0
2018-02-05,69.0
2018-02-12,74.0
2018-02-19,79.0
2018-02-26,58.0
2018-03-05,162.0
2018-03-12,121.0
2018-03-19,224.0
2018-03-26,81.67647058823529
2018-04-02,203.0
2018-04-09,127.0
2018-04-16,83.0
2018-04-23,56.0
2018-04-30,77.0
2018-05-07,68.0
2018-05-14,66.0
2018-05-21,42.0
2018-05-28,178.0
2018-06-04,84.0
2018-06-11,111.0
2018-06-18,60.0
2018-06-25,74.0
2018-07-02,63.0
2018-07-09,34.0
2018-07-16,112.0
2018-07-23,62.0
2018-07-30,49.0
2018-08-06,34.0
2018-08-13,54.0
2018-08-20,47.0
2018-08-27,36.0
2018-09-03,81.67647058823529
2018-09-10,48.0
2018-09-17,44.0
2018-09-24,135.0
2018-10-01,55.0
2018-10-08,117.0
2018-10-15,42.0
2018-10-22,48.0
2018-10-29,90.0
2018-11-05,93.0
2018-11-12,54.0
2018-11-19,81.67647058823529
2018-11-26,81.67647058823529
2018-12-03,151.0
2018-12-10,81.67647058823529
2018-12-17,81.67647058823529
2018-12-24,27.0
2018-12-31,101.0
2019-01-07,54.0
2019-01-14,44.0
2019-01-21,48.0
2019-01-28,76.0
2019-02-04,104.0
2019-02-11,89.0
2019-02-18,81.67647058823529
2019-02-25,30.0
2019-03-04,42.0
2019-03-11,76.0
2019-03-18,146.0
2019-03-25,58.0
2019-04-01,153.0
2019-04-08,91.0
2019-04-15,167.0
2019-04-22,113.0
2019-04-29,86.0
2019-05-06,21.0
2019-05-13,166.0
2019-05-20,50.0
2019-05-27,81.0
2019-06-03,45.0
2019-06-10,162.0
2019-06-17,93.0
2019-06-24,191.0
2019-07-01,53.0
2019-07-08,110.0
2019-07-15,116.0
2019-07-22,81.67647058823529
2019-07-29,85.0
2019-08-05,53.0
2019-08-12,37.0
2019-08-19,44.0
2019-08-26,53.0
2019-09-02,141.0
2019-09-09,67.0
2019-09-16,74.0
2019-09-23,87.0
2019-09-30,52.0
2019-10-07,106.0
2019-10-14,149.0
2019-10-21,30.0
2019-10-28,185.0
2019-11-04,75.0
2019-11-11,81.67647058823529
2019-11-18,81.67647058823529
2019-11-25,77.0
2019-12-02,119.0
2019-12-09,103.0
2019-12-16,56.0
2019-12-23,123.0
2019-12-30,81.67647058823529
2020-01-06,121.0
2020-01-13,26.0
2020-01-20,98.0
2020-01-27,61.0
2020-02-03,24.0
2020-02-10,48.0
2020-02-17,93.0
2020-02-24,57.0
2020-03-02,132.0
2020-03-09,81.67647058823529
2020-03-16,99.0
2020-03-23,105.0
2020-03-30,57.0
2020-04-06,81.67647058823529
2020-04-13,79.0
2020-04-20,81.67647058823529
2020-04-27,22.0
2020-05-04,70.0
2020-05-11,81.67647058823529
2020-05-18,81.67647058823529
2020-05-25,81.67647058823529
2020-06-01,81.67647058823529
2020-06-08,81.67647058823529
2020-06-15,83.0
2020-06-22,48.0
2020-06-29,28.0
2020-07-06,35.0
2020-07-13,30.0
2020-07-20,81.67647058823529
2020-07-27,35.0
2020-08-03,24.0
2020-08-10,52.0
2020-08-17,81.67647058823529
2020-08-24,28.0
2020-08-31,28.0
2020-09-07,81.67647058823529
2020-09-14,81.67647058823529
2020-09-21,81.67647058823529
2020-09-28,40.0
2020-10-05,32.0
2020-10-12,23.0
2020-10-19,81.67647058823529
2020-10-26,60.0
2020-11-02,81.67647058823529
2020-11-09,21.0
2020-11-16,81.67647058823529
2020-11-23,81.67647058823529
