productid,p_label,p_externalcode,buid,bu_label,salesqty,startdate,nomenclatureid,nomenclaturecode,ncl_label,ncl_externalcode,bu_externalcode,level,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,171,2018-01-29,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,122,2018-02-05,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,207,2018-02-12,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,242,2018-02-19,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,98,2018-02-26,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,158,2018-03-05,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,172,2018-03-12,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,125,2018-03-19,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,155,2018-03-26,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,116,2018-04-02,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,156,2018-04-09,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,189,2018-04-16,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,169,2018-04-23,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,240,2018-04-30,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,149,2018-05-07,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,316,2018-05-14,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,272,2018-05-21,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,259,2018-05-28,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,369,2018-06-04,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,375,2018-06-11,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,327,2018-06-18,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,320,2018-06-25,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,257,2018-07-02,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,171,2018-07-09,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,194,2018-07-16,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,223,2018-07-23,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,218,2018-07-30,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,243,2018-08-06,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,231,2018-08-13,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,208,2018-08-20,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,134,2018-08-27,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,215,2018-09-03,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,161,2018-09-10,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,249,2018-09-17,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,120,2018-09-24,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,119,2018-10-01,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,158,2018-10-08,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,273,2018-10-15,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,288,2018-10-22,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,208,2018-10-29,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,301,2018-11-05,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,296,2018-11-12,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,236,2018-11-19,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,242,2018-11-26,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,214,2018-12-03,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,313,2018-12-10,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,215,2018-12-17,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,309,2018-12-24,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,223,2018-12-31,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,76,2019-01-07,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,92,2019-01-14,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,169,2019-01-21,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,166,2019-01-28,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,208,2019-02-04,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,150,2019-02-11,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,134,2019-02-18,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,65,2019-02-25,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,232,2019-03-04,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,150,2019-03-11,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,37,2019-03-18,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,109,2019-03-25,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,148,2019-04-01,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
219133,KD/BAT NUGA,542596,1,(001) MYTISHI,132,2019-04-08,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
