productid,p_label,p_externalcode,buid,bu_label,salesqty,startdate,nomenclatureid,nomenclaturecode,ncl_label,ncl_externalcode,bu_externalcode,level,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,128,2017-01-02,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,43,2017-01-09,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,185,2017-01-16,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,143,2017-01-23,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,173,2017-01-30,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,202,2017-02-06,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,172,2017-02-13,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,72,2017-02-20,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,186,2017-02-27,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,248,2017-03-06,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,139,2017-03-13,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,0,2017-03-20,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,75,2017-03-27,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,203,2017-04-03,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,232,2017-04-10,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,230,2017-04-17,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,299,2017-04-24,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,319,2017-05-01,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,157,2017-05-08,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,127,2017-05-15,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,129,2017-05-22,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,241,2017-05-29,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,114,2017-06-05,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,100,2017-06-12,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,111,2017-06-19,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,94,2017-06-26,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,134,2017-07-03,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,105,2017-07-10,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,200,2017-07-17,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,112,2017-07-24,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,237,2017-07-31,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,199,2017-08-07,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,103,2017-08-14,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,121,2017-08-21,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,144,2017-08-28,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,135,2017-09-04,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,119,2017-09-11,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,105,2017-09-18,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,118,2017-09-25,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,180,2017-10-02,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,117,2017-10-09,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,143,2017-10-16,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,112,2017-10-23,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,178,2017-10-30,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,90,2017-11-06,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,129,2017-11-13,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,77,2017-11-20,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,78,2017-11-27,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,146,2017-12-04,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,200,2017-12-11,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,122,2017-12-18,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,152,2017-12-25,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,89,2018-01-01,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,76,2018-01-08,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,164,2018-01-15,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,75,2018-01-29,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,126,2018-02-05,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,78,2018-02-12,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,128,2018-02-19,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,90,2018-02-26,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,68,2018-03-05,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,155,2018-03-12,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,128,2018-03-19,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,110,2018-03-26,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,101,2018-04-02,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,151,2018-04-09,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,159,2018-04-16,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,97,2018-04-23,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,115,2018-04-30,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,200,2018-05-07,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,98,2018-05-14,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,119,2018-05-21,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,93,2018-05-28,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,84,2018-06-04,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,90,2018-06-11,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,110,2018-06-18,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,130,2018-06-25,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,105,2018-07-02,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,50,2018-07-09,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
121216,CHISHKIN FORÊT DE BOISSON.EAU0,4523,1,(001) MYTISHI,60,2018-07-16,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5,
