Time,salesqty
2017-01-02,154.0
2017-01-09,211.0
2017-01-16,225.0
2017-01-23,231.0
2017-01-30,223.0
2017-02-06,205.0
2017-02-13,258.0
2017-02-20,264.0
2017-02-27,290.0
2017-03-06,205.0
2017-03-13,208.0
2017-03-20,222.0
2017-03-27,243.0
2017-04-03,214.0
2017-04-10,201.0
2017-04-17,116.0
2017-04-24,175.0
2017-05-01,240.0
2017-05-08,210.0
2017-05-15,194.0
2017-05-22,235.0
2017-05-29,252.0
2017-06-05,177.0
2017-06-12,106.0
2017-06-19,205.0
2017-06-26,145.0
2017-07-03,168.0
2017-07-10,141.0
2017-07-17,147.0
2017-07-24,89.0
2017-07-31,115.0
2017-08-07,122.0
2017-08-14,97.0
2017-08-21,160.0
2017-08-28,191.0
2017-09-04,181.0
2017-09-11,177.0
2017-09-18,126.0
2017-09-25,174.0
2017-10-02,216.0
2017-10-09,234.0
2017-10-16,210.0
2017-10-23,214.0
2017-10-30,175.0
2017-11-06,172.0
2017-11-13,152.0
2017-11-20,175.0
2017-11-27,143.0
2017-12-04,198.0
2017-12-11,173.0
2017-12-18,268.0
2017-12-25,241.0
2018-01-01,206.0
2018-01-08,171.0
2018-01-15,131.0
2018-01-22,133.0
2018-01-29,135.0
2018-02-05,129.0
2018-02-12,190.0
2018-02-19,103.0
2018-02-26,265.0
2018-03-05,108.0
2018-03-12,170.0
2018-03-19,127.0
2018-03-26,223.0
2018-04-02,135.0
2018-04-09,239.0
2018-04-16,94.0
2018-04-23,225.0
2018-04-30,156.0
2018-05-07,158.0
2018-05-14,154.0
2018-05-21,97.0
2018-05-28,134.0
2018-06-04,156.0
2018-06-11,159.0
2018-06-18,129.0
2018-06-25,192.0
2018-07-02,130.0
2018-07-09,122.0
2018-07-16,128.0
2018-07-23,138.0
2018-07-30,130.0
2018-08-06,151.0
2018-08-13,191.0
2018-08-20,197.0
2018-08-27,116.0
2018-09-03,178.0
2018-09-10,184.0
2018-09-17,95.0
2018-09-24,92.0
2018-10-01,135.0
2018-10-08,164.0
2018-10-15,199.0
2018-10-22,219.0
2018-10-29,190.0
2018-11-05,112.0
2018-11-12,136.0
2018-11-19,184.0
2018-11-26,184.0
2018-12-03,312.0
2018-12-10,266.0
2018-12-17,265.0
2018-12-24,123.72195121951219
2018-12-31,54.0
2019-01-07,182.0
2019-01-14,162.0
2019-01-21,163.0
2019-01-28,138.0
2019-02-04,194.0
2019-02-11,198.0
2019-02-18,177.0
2019-02-25,156.0
2019-03-04,190.0
2019-03-11,138.0
2019-03-18,228.0
2019-03-25,165.0
2019-04-01,150.0
2019-04-08,71.0
2019-04-15,105.0
2019-04-22,90.0
2019-04-29,61.0
2019-05-06,44.0
2019-05-13,65.0
2019-05-20,80.0
2019-05-27,47.0
2019-06-03,79.0
2019-06-10,98.0
2019-06-17,46.0
2019-06-24,91.0
2019-07-01,95.0
2019-07-08,100.0
2019-07-15,83.0
2019-07-22,96.0
2019-07-29,100.0
2019-08-05,84.0
2019-08-12,98.0
2019-08-19,59.0
2019-08-26,133.0
2019-09-02,129.0
2019-09-09,65.0
2019-09-16,89.0
2019-09-23,65.0
2019-09-30,99.0
2019-10-07,91.0
2019-10-14,48.0
2019-10-21,76.0
2019-10-28,60.0
2019-11-04,91.0
2019-11-11,89.0
2019-11-18,70.0
2019-11-25,133.0
2019-12-02,110.0
2019-12-09,56.0
2019-12-16,78.0
2019-12-23,88.0
2019-12-30,34.0
2020-01-06,123.72195121951219
2020-01-13,62.0
2020-01-20,65.0
2020-01-27,43.0
2020-02-03,49.0
2020-02-10,50.0
2020-02-17,33.0
2020-02-24,52.0
2020-03-02,75.0
2020-03-09,42.0
2020-03-16,45.0
2020-03-23,123.72195121951219
2020-03-30,34.0
2020-04-06,123.72195121951219
2020-04-13,123.72195121951219
2020-04-20,123.72195121951219
2020-04-27,123.72195121951219
2020-05-04,31.0
2020-05-11,40.0
2020-05-18,123.72195121951219
2020-05-25,123.72195121951219
2020-06-01,123.72195121951219
2020-06-08,31.0
2020-06-15,123.72195121951219
2020-06-22,123.72195121951219
2020-06-29,68.0
2020-07-06,123.72195121951219
2020-07-13,31.0
2020-07-20,39.0
2020-07-27,123.72195121951219
2020-08-03,42.0
2020-08-10,41.0
2020-08-17,123.72195121951219
2020-08-24,123.72195121951219
2020-08-31,38.0
2020-09-07,123.72195121951219
2020-09-14,123.72195121951219
2020-09-21,123.72195121951219
2020-09-28,43.0
2020-10-05,123.72195121951219
2020-10-12,57.0
2020-10-19,123.72195121951219
2020-10-26,123.72195121951219
2020-11-02,70.0
2020-11-09,33.0
2020-11-16,52.0
2020-11-23,123.72195121951219
2020-11-30,123.72195121951219
