productid,p_label,p_externalcode,buid,bu_label,salesqty,startdate,nomenclatureid,nomenclaturecode,ncl_label,ncl_externalcode,bu_externalcode,level,
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,1,2017-01-09,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,15,2018-01-15,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,25,2018-01-29,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,4,2018-02-05,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,79,2018-02-12,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,28,2018-02-19,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,47,2018-02-26,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,76,2018-03-05,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,18,2018-03-12,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,63,2018-03-19,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,56,2018-03-26,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,105,2018-04-09,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,123,2018-04-16,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,26,2018-04-23,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,52,2018-04-30,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,85,2018-05-07,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,101,2018-05-14,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,62,2018-05-21,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,96,2018-05-28,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
13727,VITTEL EAU 0,5L.PL.,237476,1,(001) MYTISHI,37,2018-06-04,4516,1,120 - EAU N/G EN BOUTEILLE<=0.65,6319668120,1,5
