Time,salesqty
2017-01-02,122.0
2017-01-09,233.0
2017-01-16,215.0
2017-01-23,368.0
2017-01-30,371.0
2017-02-06,516.0
2017-02-13,475.0
2017-02-20,481.0
2017-02-27,379.0
2017-03-06,438.0
2017-03-13,357.0
2017-03-20,503.0
2017-03-27,592.0
2017-04-03,733.0
2017-04-10,1138.0
2017-04-17,347.0
2017-04-24,333.47317073170734
2017-05-01,597.0
2017-05-08,665.0
2017-05-15,947.0
2017-05-22,635.0
2017-05-29,333.47317073170734
2017-06-05,711.0
2017-06-12,714.0
2017-06-19,290.0
2017-06-26,333.47317073170734
2017-07-03,333.47317073170734
2017-07-10,333.47317073170734
2017-07-17,364.0
2017-07-24,333.47317073170734
2017-07-31,333.47317073170734
2017-08-07,333.47317073170734
2017-08-14,333.47317073170734
2017-08-21,333.47317073170734
2017-08-28,116.0
2017-09-04,333.47317073170734
2017-09-11,333.47317073170734
2017-09-18,1018.0
2017-09-25,673.0
2017-10-02,843.0
2017-10-09,768.0
2017-10-16,951.0
2017-10-23,650.0
2017-10-30,252.0
2017-11-06,333.47317073170734
2017-11-13,333.47317073170734
2017-11-20,333.47317073170734
2017-11-27,333.47317073170734
2017-12-04,333.47317073170734
2017-12-11,333.47317073170734
2017-12-18,333.47317073170734
2017-12-25,333.47317073170734
2018-01-01,333.47317073170734
2018-01-08,333.47317073170734
2018-01-15,333.47317073170734
2018-01-22,299.0
2018-01-29,599.0
2018-02-05,549.0
2018-02-12,908.0
2018-02-19,656.0
2018-02-26,964.0
2018-03-05,725.0
2018-03-12,747.0
2018-03-19,560.0
2018-03-26,569.0
2018-04-02,848.0
2018-04-09,885.0
2018-04-16,1272.0
2018-04-23,997.0
2018-04-30,1143.0
2018-05-07,539.0
2018-05-14,887.0
2018-05-21,756.0
2018-05-28,639.0
2018-06-04,430.0
2018-06-11,559.0
2018-06-18,711.0
2018-06-25,596.0
2018-07-02,377.0
2018-07-09,508.0
2018-07-16,357.0
2018-07-23,316.0
2018-07-30,554.0
2018-08-06,559.0
2018-08-13,472.0
2018-08-20,557.0
2018-08-27,438.0
2018-09-03,333.47317073170734
2018-09-10,366.0
2018-09-17,773.0
2018-09-24,469.0
2018-10-01,361.0
2018-10-08,383.0
2018-10-15,376.0
2018-10-22,171.0
2018-10-29,333.47317073170734
2018-11-05,188.0
2018-11-12,333.47317073170734
2018-11-19,333.47317073170734
2018-11-26,333.47317073170734
2018-12-03,333.47317073170734
2018-12-10,489.0
2018-12-17,950.0
2018-12-24,333.47317073170734
2018-12-31,332.0
2019-01-07,369.0
2019-01-14,333.47317073170734
2019-01-21,333.47317073170734
2019-01-28,320.0
2019-02-04,531.0
2019-02-11,431.0
2019-02-18,505.0
2019-02-25,464.0
2019-03-04,479.0
2019-03-11,633.0
2019-03-18,652.0
2019-03-25,512.0
2019-04-01,542.0
2019-04-08,551.0
2019-04-15,406.0
2019-04-22,500.0
2019-04-29,333.47317073170734
2019-05-06,333.47317073170734
2019-05-13,360.0
2019-05-20,502.0
2019-05-27,600.0
2019-06-03,578.0
2019-06-10,388.0
2019-06-17,630.0
2019-06-24,268.0
2019-07-01,611.0
2019-07-08,574.0
2019-07-15,172.0
2019-07-22,363.0
2019-07-29,249.0
2019-08-05,206.0
2019-08-12,329.0
2019-08-19,169.0
2019-08-26,351.0
2019-09-02,385.0
2019-09-09,306.0
2019-09-16,209.0
2019-09-23,187.0
2019-09-30,208.0
2019-10-07,333.0
2019-10-14,276.0
2019-10-21,229.0
2019-10-28,284.0
2019-11-04,173.0
2019-11-11,333.47317073170734
2019-11-18,214.0
2019-11-25,129.0
2019-12-02,248.0
2019-12-09,224.0
2019-12-16,276.0
2019-12-23,203.0
2019-12-30,214.0
2020-01-06,254.0
2020-01-13,179.0
2020-01-20,185.0
2020-01-27,333.47317073170734
2020-02-03,333.47317073170734
2020-02-10,333.47317073170734
2020-02-17,333.47317073170734
2020-02-24,239.0
2020-03-02,244.0
2020-03-09,333.47317073170734
2020-03-16,333.47317073170734
2020-03-23,333.47317073170734
2020-03-30,333.47317073170734
2020-04-06,333.47317073170734
2020-04-13,333.47317073170734
2020-04-20,87.0
2020-04-27,103.0
2020-05-04,333.47317073170734
2020-05-11,333.47317073170734
2020-05-18,333.47317073170734
2020-05-25,333.47317073170734
2020-06-01,305.0
2020-06-08,765.0
2020-06-15,333.47317073170734
2020-06-22,333.47317073170734
2020-06-29,443.0
2020-07-06,435.0
2020-07-13,403.0
2020-07-20,288.0
2020-07-27,180.0
2020-08-03,233.0
2020-08-10,297.0
2020-08-17,385.0
2020-08-24,222.0
2020-08-31,130.0
2020-09-07,183.0
2020-09-14,239.0
2020-09-21,255.0
2020-09-28,249.0
2020-10-05,333.47317073170734
2020-10-12,333.47317073170734
2020-10-19,333.47317073170734
2020-10-26,501.0
2020-11-02,333.47317073170734
2020-11-09,333.47317073170734
2020-11-16,191.0
2020-11-23,333.47317073170734
2020-11-30,333.47317073170734
