productid,p_label,p_externalcode,buid,bu_label,salesqty,startdate,nomenclatureid,nomenclaturecode,ncl_label,ncl_externalcode,bu_externalcode,level,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,6,2018-07-02,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,1,2018-07-09,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,3,2018-07-16,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,6,2018-07-23,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,3,2018-07-30,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,0,2018-08-06,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,0,2018-08-13,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,5,2018-08-20,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,3,2018-08-27,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,11,2018-09-03,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,2,2018-09-10,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,0,2018-09-17,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,67,2018-09-24,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,16,2018-10-01,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,14,2018-10-08,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,13,2018-10-15,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,10,2018-10-22,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,15,2018-10-29,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,27,2018-11-05,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,25,2018-11-12,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,3,2018-11-19,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,19,2018-11-26,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,21,2018-12-03,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,24,2018-12-10,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,21,2018-12-17,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,37,2018-12-24,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,25,2018-12-31,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,34,2019-01-07,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,32,2019-01-14,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,28,2019-01-21,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,14,2019-01-28,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,12,2019-02-04,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,12,2019-02-11,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,21,2019-02-18,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
145943,NATS BONBONS 30G,804718,1,(001) MYTISHI,24,2019-02-25,3269,1,530 - BATTE DE CHOC REGULIER,5260300530,1,5,
