Time,salesqty
2017-01-02,62.0
2017-01-09,91.0
2017-01-16,149.0
2017-01-23,112.0
2017-01-30,172.0
2017-02-06,145.0
2017-02-13,126.0
2017-02-20,125.0
2017-02-27,154.0
2017-03-06,174.0
2017-03-13,83.0
2017-03-20,35.0
2017-03-27,40.0
2017-04-03,113.0
2017-04-10,150.0
2017-04-17,147.0
2017-04-24,109.0
2017-05-01,69.0
2017-05-08,78.0
2017-05-15,97.0
2017-05-22,116.0
2017-05-29,100.0
2017-06-05,110.0
2017-06-12,66.0
2017-06-19,123.0
2017-06-26,108.0
2017-07-03,105.0
2017-07-10,36.0
2017-07-17,65.72682926829269
2017-07-24,36.0
2017-07-31,65.72682926829269
2017-08-07,65.72682926829269
2017-08-14,65.72682926829269
2017-08-21,132.0
2017-08-28,105.0
2017-09-04,153.0
2017-09-11,194.0
2017-09-18,132.0
2017-09-25,113.0
2017-10-02,168.0
2017-10-09,97.0
2017-10-16,96.0
2017-10-23,38.0
2017-10-30,95.0
2017-11-06,55.0
2017-11-13,69.0
2017-11-20,105.0
2017-11-27,85.0
2017-12-04,93.0
2017-12-11,116.0
2017-12-18,92.0
2017-12-25,78.0
2018-01-01,45.0
2018-01-08,69.0
2018-01-15,101.0
2018-01-22,95.0
2018-01-29,90.0
2018-02-05,133.0
2018-02-12,106.0
2018-02-19,110.0
2018-02-26,131.0
2018-03-05,53.0
2018-03-12,94.0
2018-03-19,78.0
2018-03-26,146.0
2018-04-02,119.0
2018-04-09,105.0
2018-04-16,100.0
2018-04-23,95.0
2018-04-30,104.0
2018-05-07,84.0
2018-05-14,83.0
2018-05-21,87.0
2018-05-28,101.0
2018-06-04,91.0
2018-06-11,52.0
2018-06-18,135.0
2018-06-25,95.0
2018-07-02,110.0
2018-07-09,77.0
2018-07-16,112.0
2018-07-23,115.0
2018-07-30,79.0
2018-08-06,132.0
2018-08-13,118.0
2018-08-20,84.0
2018-08-27,65.0
2018-09-03,71.0
2018-09-10,75.0
2018-09-17,56.0
2018-09-24,110.0
2018-10-01,81.0
2018-10-08,80.0
2018-10-15,69.0
2018-10-22,83.0
2018-10-29,77.0
2018-11-05,94.0
2018-11-12,76.0
2018-11-19,64.0
2018-11-26,62.0
2018-12-03,98.0
2018-12-10,248.0
2018-12-17,60.0
2018-12-24,52.0
2018-12-31,37.0
2019-01-07,79.0
2019-01-14,72.0
2019-01-21,55.0
2019-01-28,77.0
2019-02-04,51.0
2019-02-11,59.0
2019-02-18,83.0
2019-02-25,51.0
2019-03-04,57.0
2019-03-11,69.0
2019-03-18,69.0
2019-03-25,85.0
2019-04-01,74.0
2019-04-08,51.0
2019-04-15,49.0
2019-04-22,33.0
2019-04-29,20.0
2019-05-06,18.0
2019-05-13,40.0
2019-05-20,50.0
2019-05-27,68.0
2019-06-03,79.0
2019-06-10,64.0
2019-06-17,37.0
2019-06-24,29.0
2019-07-01,34.0
2019-07-08,44.0
2019-07-15,57.0
2019-07-22,54.0
2019-07-29,53.0
2019-08-05,44.0
2019-08-12,38.0
2019-08-19,65.72682926829269
2019-08-26,65.72682926829269
2019-09-02,65.72682926829269
2019-09-09,65.72682926829269
2019-09-16,65.72682926829269
2019-09-23,35.0
2019-09-30,81.0
2019-10-07,84.0
2019-10-14,58.0
2019-10-21,59.0
2019-10-28,46.0
2019-11-04,78.0
2019-11-11,76.0
2019-11-18,62.0
2019-11-25,42.0
2019-12-02,64.0
2019-12-09,50.0
2019-12-16,75.0
2019-12-23,40.0
2019-12-30,26.0
2020-01-06,65.72682926829269
2020-01-13,65.72682926829269
2020-01-20,65.72682926829269
2020-01-27,65.72682926829269
2020-02-03,65.72682926829269
2020-02-10,65.72682926829269
2020-02-17,55.0
2020-02-24,27.0
2020-03-02,34.0
2020-03-09,42.0
2020-03-16,65.72682926829269
2020-03-23,65.72682926829269
2020-03-30,65.72682926829269
2020-04-06,65.72682926829269
2020-04-13,34.0
2020-04-20,65.72682926829269
2020-04-27,38.0
2020-05-04,65.72682926829269
2020-05-11,32.0
2020-05-18,19.0
2020-05-25,65.72682926829269
2020-06-01,26.0
2020-06-08,27.0
2020-06-15,22.0
2020-06-22,33.0
2020-06-29,25.0
2020-07-06,30.0
2020-07-13,20.0
2020-07-20,24.0
2020-07-27,36.0
2020-08-03,29.0
2020-08-10,65.72682926829269
2020-08-17,19.0
2020-08-24,38.0
2020-08-31,28.0
2020-09-07,23.0
2020-09-14,36.0
2020-09-21,65.72682926829269
2020-09-28,20.0
2020-10-05,43.0
2020-10-12,31.0
2020-10-19,25.0
2020-10-26,24.0
2020-11-02,65.72682926829269
2020-11-09,65.72682926829269
2020-11-16,65.72682926829269
2020-11-23,65.72682926829269
2020-11-30,65.72682926829269
